CustomerID,NIK,Annual_Income,Spending_Score,Profession,Work_Experience,Family_Size,province,city,district,gender,birth_datetime,birthday,age,regist_code,birth_year,generation
401,1171044603680005,82285000.0,35,Engineer,16.0,1,ACEH,KOTA BANDA ACEH,Syiah Kuala,Female,1968-03-06,06 March 1968,55,5,1968,Gen. X
402,3301214305730007,91389000.0,92,Healthcare,11.0,7,JAWA TENGAH,KAB. CILACAP,Cilacap Selatan,Female,1973-05-03,03 May 1973,50,7,1973,Gen. X
403,7201102009690007,186359000.0,95,Doctor,13.0,2,SULAWESI TENGAH,KAB. BANGGAI,Masama,Male,1969-09-20,20 September 1969,54,7,1969,Gen. X
406,3314115102580007,119889000.0,11,Artist,17.0,6,JAWA TENGAH,KAB. SRAGEN,Sidoharjo,Female,1958-02-11,11 February 1958,65,7,1958,Boomers
407,1811076912720014,66852000.0,73,Executive,15.0,3,LAMPUNG,KAB. MESUJI,Tanjung Raya,Female,1972-12-29,29 December 1972,50,14,1972,Gen. X
408,3526121502050015,103896000.0,36,Executive,16.0,4,JAWA TIMUR,KAB. BANGKALAN,Labang,Male,2005-02-15,15 February 2005,18,15,2005,Gen. Z (Zoomers)
409,7271081301020008,187761000.0,87,Healthcare,2.0,3,SULAWESI TENGAH,KOTA PALU,Mantikulore,Male,2002-01-13,13 January 2002,21,8,2002,Gen. Z (Zoomers)
410,1902052410860012,102717000.0,93,Healthcare,7.0,4,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG,Badau,Male,1986-10-24,24 October 1986,37,12,1986,Gen. Y (Millenials)
413,9116064303580012,86509000.0,88,Artist,0.0,4,PAPUA,KAB. BOVEN DIGOEL,Bomakia,Female,1958-03-03,03 March 1958,65,12,1958,Boomers
418,1203026406870014,124614000.0,25,Artist,8.0,5,SUMATERA UTARA,KAB. TAPANULI SELATAN,Batang Toru,Female,1987-06-24,24 June 1987,36,14,1987,Gen. Y (Millenials)
420,5202104808610007,172758000.0,69,Entertainment,1.0,2,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,Praya Tengah,Female,1961-08-08,08 August 1961,62,7,1961,Boomers
422,3202165011670008,183540000.0,96,Entertainment,0.0,6,JAWA BARAT,KAB. SUKABUMI,Cicurug,Female,1967-11-10,10 November 1967,56,8,1967,Gen. X
423,1611035109880002,96484000.0,34,Artist,5.0,4,SUMATERA SELATAN,KAB. EMPAT LAWANG,Ulu Musi,Female,1988-09-11,11 September 1988,35,2,1988,Gen. Y (Millenials)
424,7404290603900001,112587000.0,71,Artist,1.0,4,SULAWESI TENGGARA,KAB. BUTON,Wabula,Male,1990-03-06,06 March 1990,33,1,1990,Gen. Y (Millenials)
425,7601084309650001,155672000.0,71,Entertainment,7.0,7,SULAWESI BARAT,KAB. PASANGKAYU,Tikke Raya,Female,1965-09-03,03 September 1965,58,1,1965,Gen. X
426,3509316503550018,72847000.0,93,Artist,1.0,2,JAWA TIMUR,KAB. JEMBER,Sumberjambe,Female,1955-03-25,25 March 1955,68,18,1955,Boomers
427,5301062212850005,71897000.0,32,Entertainment,2.0,3,NUSA TENGGARA TIMUR,KAB. KUPANG,Kupang Timur,Male,1985-12-22,22 December 1985,37,5,1985,Gen. Y (Millenials)
428,3520122101920008,158479000.0,57,Doctor,1.0,5,JAWA TIMUR,KAB. MAGETAN,Barat,Male,1992-01-21,21 January 1992,31,8,1992,Gen. Y (Millenials)
430,3309120512950004,179911000.0,24,Engineer,1.0,1,JAWA TENGAH,KAB. BOYOLALI,Nogosari,Male,1995-12-05,05 December 1995,28,4,1995,Gen. Y (Millenials)
433,7601025008000018,50076000.0,32,Artist,3.0,5,SULAWESI BARAT,KAB. PASANGKAYU,Pasangkayu,Female,2000-08-10,10 August 2000,23,18,2000,Gen. Z (Zoomers)
434,3305075204980017,77779000.0,62,Artist,4.0,1,JAWA TENGAH,KAB. KEBUMEN,Ambal,Female,1998-04-12,12 April 1998,25,17,1998,Gen. Z (Zoomers)
435,1108040109640009,169999000.0,38,Engineer,5.0,5,ACEH,KAB. ACEH UTARA,Lhoksukon,Male,1964-09-01,01 September 1964,59,9,1964,Boomers
437,3202135403990004,78223000.0,41,Lawyer,0.0,1,JAWA BARAT,KAB. SUKABUMI,Parungkuda,Female,1999-03-14,14 March 1999,24,4,1999,Gen. Z (Zoomers)
439,3522050706860018,153399000.0,93,Entertainment,1.0,6,JAWA TIMUR,KAB. BOJONEGORO,Bubulan,Male,1986-06-07,07 June 1986,37,18,1986,Gen. Y (Millenials)
446,1205201109690007,65874000.0,87,Artist,7.0,6,SUMATERA UTARA,KAB. LANGKAT,Sawit Seberang,Male,1969-09-11,11 September 1969,54,7,1969,Gen. X
448,7306124902650001,67097000.0,91,Engineer,6.0,1,SULAWESI SELATAN,KAB. GOWA,Barombong,Female,1965-02-09,09 February 1965,58,1,1965,Gen. X
453,3304065604590015,156777000.0,20,Healthcare,7.0,2,JAWA TENGAH,KAB. BANJARNEGARA,Banjarnegara,Female,1959-04-16,16 April 1959,64,15,1959,Boomers
454,3329166709750002,123234000.0,50,Lawyer,10.0,7,JAWA TENGAH,KAB. BREBES,Ketanggungan,Female,1975-09-27,27 September 1975,48,2,1975,Gen. X
458,7105186810020013,153885000.0,86,Artist,6.0,6,SULAWESI UTARA,KAB. MINAHASA SELATAN,Amurang Timur,Female,2002-10-28,28 October 2002,21,13,2002,Gen. Z (Zoomers)
461,7601037107760018,124072000.0,56,Lawyer,0.0,7,SULAWESI BARAT,KAB. PASANGKAYU,Baras,Female,1976-07-31,31 July 1976,47,18,1976,Gen. X
465,5307210103670015,53231000.0,41,Marketing,0.0,5,NUSA TENGGARA TIMUR,KAB. SIKKA,Mapitara,Male,1967-03-01,01 March 1967,56,15,1967,Gen. X
469,1102135509760017,143906000.0,12,Artist,4.0,3,ACEH,KAB. ACEH TENGGARA,Deleng Pokhkisen,Female,1976-09-15,15 September 1976,47,17,1976,Gen. X
474,3314113009030008,130813000.0,92,Artist,17.0,5,JAWA TENGAH,KAB. SRAGEN,Sidoharjo,Male,2003-09-30,30 September 2003,20,8,2003,Gen. Z (Zoomers)
476,7405144808950005,79968000.0,45,Lawyer,9.0,2,SULAWESI TENGGARA,KAB. KONAWE SELATAN,Palangga Selatan,Female,1995-08-08,08 August 1995,28,5,1995,Gen. Y (Millenials)
477,9108280609910011,104824000.0,42,Artist,0.0,7,PAPUA,KAB. PANIAI,Yagai,Male,1991-09-06,06 September 1991,32,11,1991,Gen. Y (Millenials)
479,5371031603840002,187536000.0,66,Healthcare,3.0,6,NUSA TENGGARA TIMUR,KOTA KUPANG,Kelapa Lima,Male,1984-03-16,16 March 1984,39,2,1984,Gen. Y (Millenials)
482,3514136701890007,154888000.0,43,Healthcare,9.0,6,JAWA TIMUR,KAB. PASURUAN,Beji,Female,1989-01-27,27 January 1989,34,7,1989,Gen. Y (Millenials)
484,3211075502930014,62330000.0,60,Healthcare,1.0,1,JAWA BARAT,KAB. SUMEDANG,Conggeang,Female,1993-02-15,15 February 1993,30,14,1993,Gen. Y (Millenials)
486,8205181110010008,58283000.0,59,Homemaker,2.0,4,MALUKU UTARA,KAB. KEPULAUAN SULA,Sanana Utara,Male,2001-10-11,11 October 2001,22,8,2001,Gen. Z (Zoomers)
487,3509295710630001,77857000.0,81,Artist,1.0,6,JAWA TIMUR,KAB. JEMBER,Sukowono,Female,1963-10-17,17 October 1963,60,1,1963,Boomers
488,3513031707570017,125024000.0,25,Artist,0.0,1,JAWA TIMUR,KAB. PROBOLINGGO,Kuripan,Male,1957-07-17,17 July 1957,66,17,1957,Boomers
489,9124145703660006,136242000.0,34,Artist,9.0,1,PAPUA,KAB. NDUGA,Kilmid,Female,1966-03-17,17 March 1966,57,6,1966,Gen. X
490,1811044512630005,81934000.0,81,Healthcare,1.0,4,LAMPUNG,KAB. MESUJI,Way Serdang,Female,1963-12-05,05 December 1963,60,5,1963,Boomers
491,1224114808640019,130511000.0,97,Artist,3.0,4,SUMATERA UTARA,KAB. NIAS UTARA,Lahewa Timur,Female,1964-08-08,08 August 1964,59,19,1964,Boomers
492,5303225601690016,144502000.0,88,Lawyer,3.0,1,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH UTARA,Biboki Tan Pah,Female,1969-01-16,16 January 1969,54,16,1969,Gen. X
495,3327135112890012,135115000.0,54,Entertainment,1.0,7,JAWA TENGAH,KAB. PEMALANG,Ulujami,Female,1989-12-11,11 December 1989,33,12,1989,Gen. Y (Millenials)
500,9271040108820015,65723000.0,91,Artist,6.0,7,PAPUA BARAT,KOTA SORONG,Sorong Kepulauan,Male,1982-08-01,01 August 1982,41,15,1982,Gen. Y (Millenials)
501,3328076803850011,96794000.0,96,Healthcare,6.0,3,JAWA TENGAH,KAB. TEGAL,Jatinegara,Female,1985-03-28,28 March 1985,38,11,1985,Gen. Y (Millenials)
502,3318120102550017,72352000.0,61,Healthcare,8.0,5,JAWA TENGAH,KAB. PATI,Margorejo,Male,1955-02-01,01 February 1955,68,17,1955,Boomers
506,6402054403030012,111896000.0,90,Executive,1.0,3,KALIMANTAN TIMUR,KAB. KUTAI KARTANEGARA,Muara Badak,Female,2003-03-04,04 March 2003,20,12,2003,Gen. Z (Zoomers)
508,3513121304870009,88565000.0,16,Healthcare,1.0,5,JAWA TIMUR,KAB. PROBOLINGGO,Paiton,Male,1987-04-13,13 April 1987,36,9,1987,Gen. Y (Millenials)
510,7210075407060001,167060000.0,47,Artist,1.0,5,SULAWESI TENGAH,KAB. SIGI,Pipikoro,Female,2006-07-14,14 July 2006,17,1,2006,Gen. Z (Zoomers)
511,1507035202920018,69018000.0,17,Artist,6.0,1,JAMBI,KAB. TANJUNG JABUNG TIMUR,Mendahara,Female,1992-02-12,12 February 1992,31,18,1992,Gen. Y (Millenials)
512,9112095810750016,174109000.0,96,Entertainment,0.0,1,PAPUA,KAB PEGUNUNGAN BINTANG,Pepera,Female,1975-10-18,18 October 1975,48,16,1975,Gen. X
513,3301160103950008,62186000.0,29,Marketing,0.0,1,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Male,1995-03-01,01 March 1995,28,8,1995,Gen. Y (Millenials)
516,3205416206860008,148196000.0,91,Artist,0.0,2,JAWA BARAT,KAB. GARUT,Pangatikan,Female,1986-06-22,22 June 1986,37,8,1986,Gen. Y (Millenials)
520,1214145009700006,140107000.0,38,Healthcare,1.0,5,SUMATERA UTARA,KAB. NIAS SELATAN,Umbunasi,Female,1970-09-10,10 September 1970,53,6,1970,Gen. X
521,6411034107820018,161896000.0,49,Entertainment,1.0,3,KALIMANTAN TIMUR,KAB. MAHAKAM ULU,Laham,Female,1982-07-01,01 July 1982,41,18,1982,Gen. Y (Millenials)
523,1674010702030003,119952000.0,2,Healthcare,8.0,2,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Barat,Male,2003-02-07,07 February 2003,20,3,2003,Gen. Z (Zoomers)
525,9112134810790018,186116000.0,2,Healthcare,8.0,6,PAPUA,KAB PEGUNUNGAN BINTANG,Kalomdol,Female,1979-10-08,08 October 1979,44,18,1979,Gen. X
526,3210076803570011,134677000.0,59,Healthcare,15.0,5,JAWA BARAT,KAB. MAJALENGKA,Majalengka,Female,1957-03-28,28 March 1957,66,11,1957,Boomers
527,3206084208650012,180479000.0,74,Healthcare,0.0,3,JAWA BARAT,KAB. TASIKMALAYA,Bantarkalong,Female,1965-08-02,02 August 1965,58,12,1965,Gen. X
530,1212040810750011,115832000.0,92,Artist,2.0,2,SUMATERA UTARA,KAB. TOBA SAMOSIR,Habinsaran,Male,1975-10-08,08 October 1975,48,11,1975,Gen. X
531,3471074703760012,104834000.0,44,Artist,0.0,7,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Wirobrajan,Female,1976-03-07,07 March 1976,47,12,1976,Gen. X
534,3328105501550015,171761000.0,59,Doctor,1.0,6,JAWA TENGAH,KAB. TEGAL,Slawi,Female,1955-01-15,15 January 1955,68,15,1955,Boomers
536,1613044803010013,95053000.0,17,Entertainment,1.0,2,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Rawas Ilir,Female,2001-03-08,08 March 2001,22,13,2001,Gen. Z (Zoomers)
538,3321012309660011,152267000.0,92,Engineer,9.0,5,JAWA TENGAH,KAB. DEMAK,Mranggen,Male,1966-09-23,23 September 1966,57,11,1966,Gen. X
541,3507211608670012,162921000.0,51,Executive,0.0,4,JAWA TIMUR,KAB. MALANG,Wagir,Male,1967-08-16,16 August 1967,56,12,1967,Gen. X
542,1223016803970004,52234000.0,30,Executive,1.0,2,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Kualuh Hulu,Female,1997-03-28,28 March 1997,26,4,1997,Gen. Z (Zoomers)
543,3529195004670005,100271000.0,87,Artist,1.0,5,JAWA TIMUR,KAB. SUMENEP,Gapura,Female,1967-04-10,10 April 1967,56,5,1967,Gen. X
545,3671044503900010,88763000.0,1,Entertainment,1.0,1,BANTEN,KOTA TANGERANG,Benda,Female,1990-03-05,05 March 1990,33,10,1990,Gen. Y (Millenials)
548,3323165110980012,156016000.0,85,Artist,2.0,1,JAWA TENGAH,KAB. TEMANGGUNG,Bansari,Female,1998-10-11,11 October 1998,25,12,1998,Gen. Z (Zoomers)
550,7103106812880002,99300000.0,88,Homemaker,5.0,2,SULAWESI UTARA,KAB. KEPULAUAN SANGIHE,Manganitu Selatan,Female,1988-12-28,28 December 1988,34,2,1988,Gen. Y (Millenials)
554,3516026503920012,139592000.0,62,Marketing,1.0,1,JAWA TIMUR,KAB. MOJOKERTO,Gondang,Female,1992-03-25,25 March 1992,31,12,1992,Gen. Y (Millenials)
558,6401082104830012,185321000.0,96,Artist,0.0,7,KALIMANTAN TIMUR,KAB. PASER,Long Kali,Male,1983-04-21,21 April 1983,40,12,1983,Gen. Y (Millenials)
559,1271026809060007,186577000.0,5,Healthcare,8.0,5,SUMATERA UTARA,KOTA MEDAN,Medan Sunggal,Female,2006-09-28,28 September 2006,17,7,2006,Gen. Z (Zoomers)
562,2171115709060005,169496000.0,12,Lawyer,11.0,6,KEPULAUAN RIAU,KOTA BATAM,Sagulung,Female,2006-09-17,17 September 2006,17,5,2006,Gen. Z (Zoomers)
564,7304054808890008,58979000.0,3,Entertainment,9.0,5,SULAWESI SELATAN,KAB. JENEPONTO,Kelara,Female,1989-08-08,08 August 1989,34,8,1989,Gen. Y (Millenials)
565,5311084805720018,141416000.0,100,Healthcare,15.0,1,NUSA TENGGARA TIMUR,KAB. SUMBA TIMUR,Umalulu,Female,1972-05-08,08 May 1972,51,18,1972,Gen. X
566,1107092603690015,104854000.0,67,Healthcare,1.0,7,ACEH,KAB. PIDIE,Kota Sigli,Male,1969-03-26,26 March 1969,54,15,1969,Gen. X
567,5308166306040019,180331000.0,14,Artist,17.0,5,NUSA TENGGARA TIMUR,KAB. ENDE,Ndona Timur,Female,2004-06-23,23 June 2004,19,19,2004,Gen. Z (Zoomers)
571,1602230103580012,90084000.0,65,Artist,1.0,6,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,Teluk Gelam,Male,1958-03-01,01 March 1958,65,12,1958,Boomers
572,7212014211760002,112247000.0,24,Executive,4.0,5,SULAWESI TENGAH,KAB. MOROWALI UTARA,Petasia,Female,1976-11-02,02 November 1976,47,2,1976,Gen. X
574,9114394609590003,59088000.0,31,Artist,1.0,3,PAPUA,KAB. TOLIKARA,Wugi,Female,1959-09-06,06 September 1959,64,3,1959,Boomers
576,9127060604910016,149900000.0,34,Artist,6.0,3,PAPUA,KAB. INTAN JAYA,Hitadipa,Male,1991-04-06,06 April 1991,32,16,1991,Gen. Y (Millenials)
578,1572051301010002,162598000.0,84,Artist,8.0,3,JAMBI,KOTA SUNGAI PENUH,Kumun Debai,Male,2001-01-13,13 January 2001,22,2,2001,Gen. Z (Zoomers)
579,1604154307860018,146195000.0,89,Healthcare,4.0,4,SUMATERA SELATAN,KAB. LAHAT,Mulak Ulu,Female,1986-07-03,03 July 1986,37,18,1986,Gen. Y (Millenials)
582,5301115008900010,111191000.0,67,Artist,9.0,4,NUSA TENGGARA TIMUR,KAB. KUPANG,Takari,Female,1990-08-10,10 August 1990,33,10,1990,Gen. Y (Millenials)
586,3323012003740015,53509000.0,98,Artist,5.0,4,JAWA TENGAH,KAB. TEMANGGUNG,Bulu,Male,1974-03-20,20 March 1974,49,15,1974,Gen. X
588,9128025803700009,86766000.0,2,Lawyer,16.0,3,PAPUA,KAB. DEIYAI,Tigi Timur,Female,1970-03-18,18 March 1970,53,9,1970,Gen. X
589,1609044401600008,52661000.0,25,Healthcare,12.0,5,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Muara Dua Kisam,Female,1960-01-04,04 January 1960,63,8,1960,Boomers
590,1602225512770002,148520000.0,14,Healthcare,11.0,5,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,Lempuing Jaya,Female,1977-12-15,15 December 1977,45,2,1977,Gen. X
591,1407173110810010,149936000.0,52,Artist,15.0,3,RIAU,KAB. ROKAN HILIR,Bagan Sinembah Raya,Male,1981-10-31,31 October 1981,42,10,1981,Gen. Y (Millenials)
594,1101106211740006,83788000.0,41,Doctor,15.0,1,ACEH,KAB. ACEH SELATAN,Pasi Raja,Female,1974-11-22,22 November 1974,49,6,1974,Gen. X
596,3404095109710018,70302000.0,88,Executive,14.0,3,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Prambanan,Female,1971-09-11,11 September 1971,52,18,1971,Gen. X
599,9109111402010003,64707000.0,29,Entertainment,7.0,3,PAPUA,KAB. MIMIKA,Mimika Barat Jauh,Male,2001-02-14,14 February 2001,22,3,2001,Gen. Z (Zoomers)
600,5319072305610001,71795000.0,87,Healthcare,8.0,1,NUSA TENGGARA TIMUR,KAB. MANGGARAI TIMUR,Rana Mese,Male,1961-05-23,23 May 1961,62,1,1961,Boomers
601,3515172607820006,76567000.0,85,Doctor,16.0,1,JAWA TIMUR,KAB. SIDOARJO,Sedati,Male,1982-07-26,26 July 1982,41,6,1982,Gen. Y (Millenials)
602,3506210605620015,126370000.0,20,Not Employed,11.0,4,JAWA TIMUR,KAB. KEDIRI,Kunjang,Male,1962-05-06,06 May 1962,61,15,1962,Boomers
610,5307065506000019,73759000.0,83,Doctor,0.0,7,NUSA TENGGARA TIMUR,KAB. SIKKA,Palue,Female,2000-06-15,15 June 2000,23,19,2000,Gen. Z (Zoomers)
614,1311054602710015,93947000.0,81,Healthcare,9.0,2,SUMATERA BARAT,KAB. SOLOK SELATAN,Sangir Batang Hari,Female,1971-02-06,06 February 1971,52,15,1971,Gen. X
615,1509010912840012,134629000.0,23,Engineer,1.0,6,JAMBI,KAB. TEBO,Tebo Tengah,Male,1984-12-09,09 December 1984,38,12,1984,Gen. Y (Millenials)
617,3503115812680010,165501000.0,47,Artist,10.0,4,JAWA TIMUR,KAB. TRENGGALEK,Trenggalek,Female,1968-12-18,18 December 1968,54,10,1968,Gen. X
618,1302130401940007,135931000.0,74,Lawyer,5.0,1,SUMATERA BARAT,KAB. SOLOK,Junjung Sirih,Male,1994-01-04,04 January 1994,29,7,1994,Gen. Y (Millenials)
619,9210160910850005,103356000.0,20,Marketing,1.0,6,PAPUA BARAT,KAB. MAYBRAT,Ayamaru Jaya,Male,1985-10-09,09 October 1985,38,5,1985,Gen. Y (Millenials)
620,3529276412790015,75195000.0,79,Artist,1.0,3,JAWA TIMUR,KAB. SUMENEP,Kangayan,Female,1979-12-24,24 December 1979,43,15,1979,Gen. X
621,1211112910650003,123083000.0,44,Entertainment,6.0,5,SUMATERA UTARA,KAB. DAIRI,Lae Parira,Male,1965-10-29,29 October 1965,58,3,1965,Gen. X
623,1808115511670008,91180000.0,61,Entertainment,1.0,7,LAMPUNG,KAB. WAY KANAN,Negara Batin,Female,1967-11-15,15 November 1967,56,8,1967,Gen. X
628,7602010905880013,92227000.0,8,Lawyer,0.0,5,SULAWESI BARAT,KAB. MAMUJU,Mamuju,Male,1988-05-09,09 May 1988,35,13,1988,Gen. Y (Millenials)
629,3322086109800004,150444000.0,27,Artist,13.0,4,JAWA TENGAH,KAB. SEMARANG,Jambu,Female,1980-09-21,21 September 1980,43,4,1980,Gen. X
630,3601015608860018,149095000.0,83,Lawyer,1.0,2,BANTEN,KAB. PANDEGLANG,Sumur,Female,1986-08-16,16 August 1986,37,18,1986,Gen. Y (Millenials)
631,6409040909600012,113605000.0,42,Artist,3.0,3,KALIMANTAN TIMUR,KAB. PENAJAM PASER UTARA,Sepaku,Male,1960-09-09,09 September 1960,63,12,1960,Boomers
633,3315171106910014,118280000.0,92,Artist,0.0,5,JAWA TENGAH,KAB. GROBOGAN,Gubug,Male,1991-06-11,11 June 1991,32,14,1991,Gen. Y (Millenials)
635,7404286201900009,129257000.0,70,Executive,6.0,3,SULAWESI TENGGARA,KAB. BUTON,Wolowa,Female,1990-01-22,22 January 1990,33,9,1990,Gen. Y (Millenials)
636,3511156707660006,70373000.0,10,Healthcare,2.0,6,JAWA TIMUR,KAB. BONDOWOSO,Cermee,Female,1966-07-27,27 July 1966,57,6,1966,Gen. X
637,1207255010800003,77600000.0,66,Healthcare,0.0,1,SUMATERA UTARA,KAB. DELI SERDANG,Labuhan Deli,Female,1980-10-10,10 October 1980,43,3,1980,Gen. X
638,3674056106970002,113707000.0,97,Entertainment,0.0,5,BANTEN,KOTA TANGERANG SELATAN,Ciputat Timur,Female,1997-06-21,21 June 1997,26,2,1997,Gen. Z (Zoomers)
639,7503095911640007,189672000.0,8,Doctor,0.0,7,GORONTALO,KAB. BONE BOLANGO,Bone,Female,1964-11-19,19 November 1964,59,7,1964,Boomers
640,6104174310620017,143180000.0,58,Artist,0.0,5,KALIMANTAN BARAT,KAB. KETAPANG,Muara Pawan,Female,1962-10-03,03 October 1962,61,17,1962,Boomers
641,5320054803640013,174890000.0,14,Marketing,3.0,4,NUSA TENGGARA TIMUR,KAB. SABU RAIJUA,Hawu Mehara,Female,1964-03-08,08 March 1964,59,13,1964,Boomers
642,8107061709570012,121377000.0,19,Not Employed,7.0,7,MALUKU,KAB. KEPULAUAN ARU,Sir-Sir,Male,1957-09-17,17 September 1957,66,12,1957,Boomers
643,6409042706970003,154857000.0,13,Healthcare,0.0,7,KALIMANTAN TIMUR,KAB. PENAJAM PASER UTARA,Sepaku,Male,1997-06-27,27 June 1997,26,3,1997,Gen. Z (Zoomers)
644,1208314602560014,160945000.0,51,Healthcare,0.0,5,SUMATERA UTARA,KAB. SIMALUNGUN,Pamatang Silima Huta,Female,1956-02-06,06 February 1956,67,14,1956,Boomers
647,3204264910660009,97468000.0,22,Artist,0.0,1,JAWA BARAT,KAB. BANDUNG,Nagreg,Female,1966-10-09,09 October 1966,57,9,1966,Gen. X
649,1610105510570015,178627000.0,94,Healthcare,1.0,2,SUMATERA SELATAN,KAB. OGAN ILIR,Pemulutan Barat,Female,1957-10-15,15 October 1957,66,15,1957,Boomers
650,6304045809740011,170188000.0,80,Lawyer,1.0,6,KALIMANTAN SELATAN,KAB. BARITO KUALA,Anjir Muara,Female,1974-09-18,18 September 1974,49,11,1974,Gen. X
651,3203164106870013,166007000.0,40,Doctor,1.0,4,JAWA BARAT,KAB. CIANJUR,Takokak,Female,1987-06-01,01 June 1987,36,13,1987,Gen. Y (Millenials)
654,9118040302960006,152717000.0,15,Executive,1.0,6,PAPUA,KAB. ASMAT,Akat,Male,1996-02-03,03 February 1996,27,6,1996,Gen. Y (Millenials)
656,7412061803920019,134263000.0,94,Marketing,1.0,3,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Selatan,Male,1992-03-18,18 March 1992,31,19,1992,Gen. Y (Millenials)
657,1805295211930003,148236000.0,28,Executive,1.0,1,LAMPUNG,KAB. TULANG BAWANG,Banjar Baru,Female,1993-11-12,12 November 1993,30,3,1993,Gen. Y (Millenials)
659,2104066003920010,189446000.0,38,Artist,1.0,6,KEPULAUAN RIAU,KAB. LINGGA,Singkep Pesisir,Female,1992-03-20,20 March 1992,31,10,1992,Gen. Y (Millenials)
660,3508191401740010,106633000.0,53,Artist,0.0,3,JAWA TIMUR,KAB. LUMAJANG,Klakah,Male,1974-01-14,14 January 1974,49,10,1974,Gen. X
661,1409142610740008,81084000.0,48,Executive,6.0,5,RIAU,KAB. KUANTAN SINGINGI,Sentajo Raya,Male,1974-10-26,26 October 1974,49,8,1974,Gen. X
662,1607020710700001,148759000.0,52,Doctor,7.0,7,SUMATERA SELATAN,KAB. BANYUASIN,Banyuasin II,Male,1970-10-07,07 October 1970,53,1,1970,Gen. X
665,3521062803970019,79526000.0,6,Marketing,9.0,7,JAWA TIMUR,KAB. NGAWI,Kwadungan,Male,1997-03-28,28 March 1997,26,19,1997,Gen. Z (Zoomers)
666,3603122012950011,101414000.0,64,Not Employed,8.0,1,BANTEN,KAB. TANGERANG,Pasar Kemis,Male,1995-12-20,20 December 1995,27,11,1995,Gen. Y (Millenials)
668,1171035709640001,156880000.0,70,Artist,0.0,7,ACEH,KOTA BANDA ACEH,Meuraxa,Female,1964-09-17,17 September 1964,59,1,1964,Boomers
670,7318355102000018,144916000.0,84,Engineer,1.0,7,SULAWESI SELATAN,KAB. TANA TORAJA,Malimbong Balepe,Female,2000-02-11,11 February 2000,23,18,2000,Gen. Z (Zoomers)
671,7505030806690011,59163000.0,100,Marketing,3.0,3,GORONTALO,KAB. GORONTALO UTARA,Anggrek,Male,1969-06-08,08 June 1969,54,11,1969,Gen. X
673,1202025103580012,58318000.0,45,Doctor,1.0,1,SUMATERA UTARA,KAB. TAPANULI UTARA,Siatas Barita,Female,1958-03-11,11 March 1958,65,12,1958,Boomers
677,9112115112660006,87553000.0,94,Artist,1.0,1,PAPUA,KAB PEGUNUNGAN BINTANG,Alemsom,Female,1966-12-11,11 December 1966,56,6,1966,Gen. X
681,7410011112060001,96154000.0,100,Artist,1.0,4,SULAWESI TENGGARA,KAB. BUTON UTARA,Kulisusu,Male,2006-12-11,11 December 2006,16,1,2006,Gen. Z (Zoomers)
683,1809110204810016,59954000.0,37,Executive,4.0,4,LAMPUNG,KAB. PESAWARAN,Way Ratai,Male,1981-04-02,02 April 1981,42,16,1981,Gen. Y (Millenials)
684,1671054808940009,112240000.0,95,Entertainment,0.0,4,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Timur I,Female,1994-08-08,08 August 1994,29,9,1994,Gen. Y (Millenials)
685,5307196601690015,145679000.0,35,Artist,0.0,2,NUSA TENGGARA TIMUR,KAB. SIKKA,Kangae,Female,1969-01-26,26 January 1969,54,15,1969,Gen. X
687,1271056507650009,74869000.0,12,Healthcare,0.0,3,SUMATERA UTARA,KOTA MEDAN,Medan Barat,Female,1965-07-25,25 July 1965,58,9,1965,Gen. X
688,1207025910710001,109425000.0,46,Engineer,0.0,1,SUMATERA UTARA,KAB. DELI SERDANG,Tanjung Morawa,Female,1971-10-19,19 October 1971,52,1,1971,Gen. X
696,7301012205810004,60982000.0,3,Healthcare,0.0,5,SULAWESI SELATAN,KAB. KEPULAUAN SELAYAR,Benteng,Male,1981-05-22,22 May 1981,42,4,1981,Gen. Y (Millenials)
698,3513126606920005,138612000.0,71,Executive,9.0,2,JAWA TIMUR,KAB. PROBOLINGGO,Paiton,Female,1992-06-26,26 June 1992,31,5,1992,Gen. Y (Millenials)
700,3201300910590009,164675000.0,65,Executive,0.0,5,JAWA BARAT,KAB. BOGOR,Dramaga,Male,1959-10-09,09 October 1959,64,9,1959,Boomers
701,7402254907820003,172882000.0,27,Healthcare,8.0,7,SULAWESI TENGGARA,KAB. KONAWE,Meluhu,Female,1982-07-09,09 July 1982,41,3,1982,Gen. Y (Millenials)
